0.00097656,4
0.0019531,4
0.0029297,4
0.0039062,4
0.0048828,4
0.0058594,3
0.0068359,8
0.0078125,24
0.0087891,46
0.0097656,69
0.010742,78
0.011719,74
0.012695,76
0.013672,88
0.014648,112
0.015625,160
0.016602,233
0.017578,290
0.018555,314
0.019531,322
0.020508,310
0.021484,291
0.022461,287
0.023438,291
0.024414,294
0.025391,287
0.026367,271
0.027344,247
0.02832,209
0.029297,169
0.030273,127
0.03125,79
0.032227,35
0.033203,3
0.03418,-22
0.035156,-39
0.036133,-55
0.037109,-69
0.038086,-79
0.039062,-85
0.040039,-85
0.041016,-80
0.041992,-71
0.042969,-63
0.043945,-56
0.044922,-49
0.045898,-44
0.046875,-38
0.047852,-31
0.048828,-21
0.049805,-9
0.050781,2
0.051758,13
0.052734,22
0.053711,29
0.054688,31
0.055664,28
0.056641,26
0.057617,24
0.058594,22
0.05957,19
0.060547,14
0.061523,8
0.0625,-2
0.063477,-15
0.064453,-24
0.06543,-30
0.066406,-33
0.067383,-36
0.068359,-36
0.069336,-35
0.070312,-35
0.071289,-35
0.072266,-38
0.073242,-39
0.074219,-38
0.075195,-41
0.076172,-38
0.077148,-38
0.078125,-38
0.079102,-36
0.080078,-33
0.081055,-27
0.082031,-21
0.083008,-17
0.083984,-15
0.084961,-15
0.085938,-14
0.086914,-14
0.087891,-13
0.088867,-13
0.089844,-14
0.09082,-13
0.091797,-12
0.092773,-12
0.09375,-12
