0.0013369,121
0.0026738,183
0.0040107,197
0.0053476,189
0.0066845,117
0.0080214,64
0.0093583,98
0.010695,202
0.012032,249
0.013369,179
0.014706,80
0.016043,-14
0.01738,-106
0.018717,-176
0.020053,-226
0.02139,-218
0.022727,-213
0.024064,-188
0.025401,-131
0.026738,-86
0.028075,-36
0.029412,21
0.030749,58
0.032086,93
0.033422,83
0.034759,86
0.036096,69
0.037433,17
0.03877,-30
0.040107,-64
0.041444,-52
0.042781,-42
0.044118,-32
0.045455,-3
0.046791,-9
0.048128,6
0.049465,-12
0.050802,-32
0.052139,-19
0.053476,-3
0.054813,32
0.05615,45
0.057487,70
0.058824,79
0.06016,78
0.061497,98
0.062834,92
0.064171,90
0.065508,104
0.066845,91
0.068182,106
0.069519,104
0.070856,100
0.072193,99
0.073529,95
0.074866,76
0.076203,64
0.07754,56
0.078877,48
0.080214,19
0.081551,13
0.082888,-5
0.084225,-17
0.085561,-23
0.086898,-45
0.088235,-51
0.089572,-54
0.090909,-62
0.092246,-53
0.093583,-61
0.09492,-54
