0.0013793,1
0.0027586,3
0.0041379,2
0.0055172,4
0.0068966,2
0.0082759,0
0.0096552,5
0.011034,205
0.012414,2892
0.013793,3658
0.015172,-861
0.016552,-2839
0.017931,-2963
0.01931,-2607
0.02069,-1679
0.022069,-442
0.023448,396
0.024828,891
0.026207,1170
0.027586,1190
0.028966,1135
0.030345,352
0.031724,-43
0.033103,416
0.034483,431
0.035862,195
0.037241,13
0.038621,-161
0.04,-268
0.041379,-284
0.042759,-224
0.044138,-119
0.045517,-86
0.046897,-191
0.048276,-291
0.049655,-207
0.051034,2
0.052414,96
0.053793,-6
0.055172,-235
0.056552,-450
0.057931,-62
0.05931,519
0.06069,389
0.062069,-182
0.063448,-296
0.064828,83
0.066207,269
0.067586,38
0.068966,-179
0.070345,-68
0.071724,131
0.073103,98
0.074483,-59
0.075862,-82
0.077241,30
0.078621,77
0.08,2
0.081379,-50
0.082759,-19
0.084138,40
0.085517,29
0.086897,-19
0.088276,-25
0.089655,12
0.091034,25
0.092414,2
