0.0013316,61
0.0026631,75
0.0039947,85
0.0053262,93
0.0066578,99
0.0079893,117
0.0093209,141
0.010652,186
0.011984,272
0.013316,359
0.014647,338
0.015979,269
0.01731,292
0.018642,302
0.019973,252
0.021305,159
0.022636,53
0.023968,-52
0.0253,-215
0.026631,-318
0.027963,-448
0.029294,-382
0.030626,-397
0.031957,-404
0.033289,-525
0.034621,-511
0.035952,-541
0.037284,-323
0.038615,-72
0.039947,95
0.041278,202
0.04261,365
0.043941,354
0.045273,240
0.046605,241
0.047936,113
0.049268,43
0.050599,-28
0.051931,-90
0.053262,-117
0.054594,-214
0.055925,-266
0.057257,-214
0.058589,-205
0.05992,-173
0.061252,-85
0.062583,-18
0.063915,-9
0.065246,-2
0.066578,28
0.067909,27
0.069241,50
0.070573,74
0.071904,93
0.073236,90
0.074567,52
0.075899,0
0.07723,-49
0.078562,-86
0.079893,-111
0.081225,-150
0.082557,-126
0.083888,-94
0.08522,-57
0.086551,-10
0.087883,41
0.089214,87
0.090546,126
0.091877,137
0.093209,143
