0.0013369,16
0.0026738,15
0.0040107,20
0.0053476,58
0.0066845,74
0.0080214,44
0.0093583,3
0.010695,6
0.012032,-2
0.013369,98
0.014706,399
0.016043,828
0.01738,903
0.018717,596
0.020053,318
0.02139,160
0.022727,-385
0.024064,-542
0.025401,-747
0.026738,-604
0.028075,-442
0.029412,-395
0.030749,-200
0.032086,-39
0.033422,-162
0.034759,-401
0.036096,-598
0.037433,-669
0.03877,-625
0.040107,-499
0.041444,-238
0.042781,37
0.044118,188
0.045455,77
0.046791,-21
0.048128,142
0.049465,276
0.050802,294
0.052139,376
0.053476,406
0.054813,300
0.05615,299
0.057487,368
0.058824,395
0.06016,346
0.061497,238
0.062834,140
0.064171,29
0.065508,20
0.066845,-15
0.068182,-125
0.069519,-72
0.070856,-28
0.072193,-87
0.073529,-63
0.074866,-2
0.076203,-29
0.07754,-17
0.078877,-13
0.080214,35
0.081551,2
0.082888,-134
0.084225,-95
0.085561,3
0.086898,17
0.088235,-264
0.089572,-244
0.090909,44
0.092246,-17
0.093583,-237
