0.0013316,233
0.0026631,233
0.0039947,209
0.0053262,179
0.0066578,159
0.0079893,165
0.0093209,210
0.010652,252
0.011984,307
0.013316,273
0.014647,143
0.015979,-89
0.01731,-273
0.018642,-354
0.019973,-370
0.021305,-416
0.022636,-494
0.023968,-547
0.0253,-507
0.026631,-471
0.027963,-442
0.029294,-408
0.030626,-345
0.031957,-271
0.033289,-204
0.034621,-143
0.035952,-83
0.037284,-30
0.038615,43
0.039947,115
0.041278,165
0.04261,200
0.043941,194
0.045273,282
0.046605,72
0.047936,28
0.049268,-17
0.050599,-58
0.051931,-97
0.053262,-142
0.054594,-165
0.055925,-184
0.057257,-194
0.058589,-200
0.05992,-198
0.061252,-179
0.062583,-175
0.063915,-156
0.065246,-145
0.066578,-112
0.067909,-96
0.069241,-80
0.070573,-77
0.071904,-74
0.073236,-58
0.074567,-44
0.075899,-35
0.07723,-22
0.078562,-23
0.079893,-27
0.081225,-27
0.082557,-24
0.083888,-9
0.08522,-5
0.086551,-8
0.087883,-7
0.089214,-9
0.090546,-16
0.091877,-11
0.093209,1
