0.00097656,36
0.0019531,32
0.0029297,27
0.0039062,22
0.0048828,19
0.0058594,14
0.0068359,10
0.0078125,5
0.0087891,1
0.0097656,-4
0.010742,-6
0.011719,-5
0.012695,-1
0.013672,1
0.014648,-2
0.015625,-5
0.016602,0
0.017578,15
0.018555,34
0.019531,46
0.020508,43
0.021484,30
0.022461,22
0.023438,22
0.024414,25
0.025391,26
0.026367,21
0.027344,13
0.02832,4
0.029297,-5
0.030273,-14
0.03125,-21
0.032227,-27
0.033203,-32
0.03418,-35
0.035156,-36
0.036133,-35
0.037109,-35
0.038086,-34
0.039062,-34
0.040039,-35
0.041016,-35
0.041992,-35
0.042969,-34
0.043945,-32
0.044922,-31
0.045898,-30
0.046875,-29
0.047852,-29
0.048828,-28
0.049805,-27
0.050781,-27
0.051758,-27
0.052734,-28
0.053711,-29
0.054688,-30
0.055664,-30
0.056641,-31
0.057617,-31
0.058594,-30
0.05957,-29
0.060547,-28
0.061523,-26
0.0625,-25
0.063477,-24
0.064453,-23
0.06543,-22
0.066406,-21
0.067383,-18
0.068359,-14
0.069336,-11
0.070312,-8
0.071289,-4
0.072266,-2
0.073242,-1
0.074219,-2
0.075195,-3
0.076172,-6
0.077148,-9
0.078125,-12
0.079102,-15
0.080078,-18
0.081055,-21
0.082031,-23
0.083008,-23
0.083984,-23
0.084961,-22
0.085938,-20
0.086914,-19
0.087891,-18
0.088867,-16
0.089844,-14
0.09082,-13
0.091797,-12
0.092773,-12
