0.00097656,10
0.0019531,13
0.0029297,14
0.0039062,15
0.0048828,16
0.0058594,16
0.0068359,17
0.0078125,18
0.0087891,20
0.0097656,23
0.010742,27
0.011719,40
0.012695,63
0.013672,82
0.014648,92
0.015625,94
0.016602,88
0.017578,81
0.018555,82
0.019531,87
0.020508,89
0.021484,83
0.022461,71
0.023438,57
0.024414,45
0.025391,38
0.026367,31
0.027344,22
0.02832,16
0.029297,11
0.030273,8
0.03125,6
0.032227,3
0.033203,-1
0.03418,-5
0.035156,-9
0.036133,-12
0.037109,-15
0.038086,-18
0.039062,-20
0.040039,-23
0.041016,-27
0.041992,-29
0.042969,-29
0.043945,-28
0.044922,-25
0.045898,-20
0.046875,-15
0.047852,-10
0.048828,-6
0.049805,-4
0.050781,-2
0.051758,-1
0.052734,-1
0.053711,-3
0.054688,-5
0.055664,-8
0.056641,-10
0.057617,-12
0.058594,-14
0.05957,-16
0.060547,-17
0.061523,-19
0.0625,-22
0.063477,-24
0.064453,-24
0.06543,-25
0.066406,-25
0.067383,-25
0.068359,-25
0.069336,-24
0.070312,-24
0.071289,-22
0.072266,-20
0.073242,-18
0.074219,-16
0.075195,-14
0.076172,-13
0.077148,-12
0.078125,-11
0.079102,-10
0.080078,-9
0.081055,-9
0.082031,-9
0.083008,-9
0.083984,-9
0.084961,-9
0.085938,-8
0.086914,-8
0.087891,-8
0.088867,-8
0.089844,-9
0.09082,-9
0.091797,-9
0.092773,-10
