0.00097656,-58
0.0019531,-58
0.0029297,-58
0.0039062,-57
0.0048828,-55
0.0058594,-55
0.0068359,-54
0.0078125,-53
0.0087891,-52
0.0097656,-51
0.010742,-50
0.011719,-51
0.012695,-52
0.013672,-54
0.014648,-57
0.015625,-60
0.016602,-63
0.017578,-63
0.018555,-63
0.019531,-63
0.020508,-63
0.021484,-63
0.022461,-64
0.023438,-64
0.024414,-63
0.025391,-63
0.026367,-62
0.027344,-61
0.02832,-60
0.029297,-60
0.030273,-59
0.03125,-59
0.032227,-57
0.033203,-54
0.03418,-51
0.035156,-47
0.036133,-44
0.037109,-40
0.038086,-36
0.039062,-32
0.040039,-30
0.041016,-30
0.041992,-30
0.042969,-31
0.043945,-30
0.044922,-30
0.045898,-30
0.046875,-29
0.047852,-27
0.048828,-25
0.049805,-23
0.050781,-20
0.051758,-16
0.052734,-13
0.053711,-10
0.054688,-9
0.055664,-8
0.056641,-6
0.057617,-5
0.058594,-3
0.05957,-1
0.060547,1
0.061523,2
0.0625,3
0.063477,2
0.064453,1
0.06543,0
0.066406,-1
0.067383,-2
0.068359,-3
0.069336,-5
0.070312,-6
0.071289,-7
0.072266,-10
0.073242,-13
0.074219,-15
0.075195,-17
0.076172,-20
0.077148,-23
0.078125,-25
0.079102,-25
0.080078,-25
0.081055,-25
0.082031,-26
0.083008,-26
0.083984,-26
0.084961,-25
0.085938,-24
0.086914,-22
0.087891,-19
0.088867,-17
0.089844,-14
0.09082,-13
0.091797,-11
0.092773,-10
0.09375,-8
